id,Tempo,BeatCount,HarmonicMean,HarmonicMedian,HarmonicMin,HarmonicMax,PercussiveMean,PercussiveMedian,PercussiveMin,PercussiveMax,rms_average,rms_std,rms_max,dynamic_range,zero_crossing_rate_average,zero_crossing_rate_std,chroma_average,chroma_std,MFCC_average,MFCC_std,spectral_centroid_average,spectral_centroid_std,spectral_centroid_max,spectral_bandwidth_average,spectral_bandwidth_std,spectral_bandwidth_max,spectral_rolloff_average,spectral_rolloff_std,spectral_rolloff_max,spectral_contrast_average,spectral_contrast_std,spectral_contrast_max,spectral_flatness_average,spectral_flatness_std,spectral_flatness_max,onset_strength_average,onset_strength_std,onset_strength_max,low_energy_ratio,mid_energy_ratio,high_energy_ratio,class
blues.00000.au,126.04801829268293,61,0.026365647,0.014570892,-0.40553376,0.3981152,0.006812523,0.002242805,-0.28739724,0.2820613,0.12784962,0.058643878,0.369317,0.34979537,0.04310488719305878,0.016716189701873913,0.4097058,0.29877022,1.3344488,76.358864,1730.1394258352852,382.0844624823636,4053.851513018141,1966.1635618360235,305.2693648417902,3273.639375420308,3679.5825274837134,983.2605954369665,7730.419921875,12.811377085550637,4.721414052479602,48.11899616072198,4.9898705e-07,7.3681017e-06,0.0003587615,1.0123461,0.82966006,7.071813,0.37749037,0.3212779,0.30123177,blues
blues.00018.au,83.35433467741936,41,0.038928267,0.018865466,-0.6686027,0.6678126,0.0025604172,0.00062853406,-0.16285272,0.17568485,0.07840306,0.056212943,0.4166585,0.40731803,0.02908388921113689,0.021805403153564572,0.34574595,0.3267189,-5.8404703,93.82764,1456.1029921220452,444.9941573779948,3040.0753517744397,1992.2104680642599,397.08530890762955,2954.19684127345,3243.2195309319013,1423.4823923384924,6869.091796875,12.045902795897941,3.97726912087256,36.614597763122006,5.0960347e-07,2.4290428e-06,0.00011562467,0.9352545,0.72837925,7.343946,0.5667674,0.20052749,0.23270507,blues
blues.00021.au,99.38401442307692,49,0.037372317,0.02265383,-0.5259786,0.5261196,0.00382394,0.0010738652,-0.32108462,0.32797882,0.09936766,0.05981152,0.35292417,0.33585027,0.02435968314965197,0.02553790359661854,0.43589708,0.3267933,-2.4989593,102.37326,997.7425354556613,524.9160305530525,2811.2369683793654,1434.7189566435004,282.0386061151361,3065.229209102247,1741.9186470951242,1166.7528859463666,5641.69921875,12.230292148244427,4.345880924792036,43.990903279640854,5.076415e-07,1.6234882e-05,0.00079544244,1.0172621,0.96398634,7.954806,0.6316015,0.2129754,0.15542306,blues
blues.00009.au,80.74951171875,41,0.033729196,0.011232129,-0.5776055,0.64188784,0.0033318503,0.00088316423,-0.3043232,0.31354824,0.08023858,0.06719264,0.32488722,0.31892174,0.041015058548433875,0.021529071735095842,0.33273983,0.31134006,-8.3193245,92.68898,1744.2080935324393,534.7421803585246,4864.864269965393,1945.5502557245475,344.05009186108975,2904.2984057245903,3796.4632810909507,1205.059137662109,6847.55859375,10.582484722921725,4.067013057224383,37.95772466200725,1.3757698e-06,2.1846867e-05,0.0010612858,0.92765015,0.722052,8.125539,0.36655718,0.33416587,0.29927692,blues
blues.00007.au,92.28515625,46,0.05084284,0.0325339,-0.6049008,0.50415075,0.006281752,0.0018698338,-0.5503114,0.5838838,0.12942009,0.078447945,0.4361687,0.42869037,0.03144599224187935,0.023308330128158007,0.3995429,0.3062321,-4.1211157,88.06825,1380.4560664585156,675.3982145857153,4660.094649028047,1520.2577484428193,435.1622533500168,2804.5385028042847,2797.1420437194624,1317.343585752216,7364.35546875,16.87853043589451,5.002920046955449,52.04496052265466,7.381583e-07,2.4170728e-05,0.0011888597,1.0215173,1.2083989,10.739165,0.47782692,0.2749779,0.24719521,blues
blues.00016.au,198.76802884615384,96,0.025863586,0.013199657,-0.41791126,0.4151182,0.0038516966,0.00095652544,-0.22582316,0.22014861,0.079679884,0.05407516,0.30531338,0.2937387,0.03137443052735885,0.01986029861071253,0.37277636,0.32398403,-4.99805,95.56943,1393.110335751117,397.6987895898138,2906.408951728118,1810.9053805443793,355.08051977146846,2894.1151100554534,2878.6368006603725,1091.3090944584937,6244.62890625,11.645519500666971,4.048171939357352,50.30157937537663,8.0506834e-07,1.7297065e-05,0.0008486305,1.0327096,0.75329405,8.621667,0.47061357,0.30891508,0.22047135,blues
blues.00017.au,172.265625,84,0.028333258,0.016885627,-0.43775547,0.41844532,0.004243695,0.0013642737,-0.25689706,0.26796043,0.09114325,0.05048189,0.31448862,0.29726428,0.02446844185034803,0.01593891184389247,0.38822544,0.3106161,-2.391461,98.192375,1009.8756355231347,456.81881893108243,2732.916042286795,1355.6359824641625,264.8223651555708,2650.974897664998,1955.5409981295807,1045.7506779623848,5469.43359375,11.103309442490632,4.114408030141443,44.594556693123316,4.4884587e-07,1.4310708e-05,0.0007052401,1.0741854,1.0438902,9.516691,0.6030036,0.21501623,0.18198015,blues
blues.00024.au,103.359375,52,0.035139974,0.015655296,-0.36202988,0.42710266,0.004235787,0.0010112787,-0.28469476,0.26964742,0.085013136,0.053300854,0.30722913,0.2978944,0.02409288446200696,0.017884347229677373,0.36986747,0.3304844,-4.45565,105.72584,1024.697109380418,398.3118507163141,2936.574792798705,1407.4074499147528,251.1963302810684,2399.469637676855,2090.1848907967733,1111.0715056591137,5254.1015625,10.800682745995447,3.8697717211057805,35.43229830084604,2.5137368e-07,3.1122504e-06,0.00014755885,1.0726414,1.0195847,8.7619,0.6213419,0.18359001,0.19506812,blues
blues.00006.au,126.04801829268293,63,0.062007133,0.037363254,-0.6727268,0.63616514,0.008675537,0.0013914583,-0.76529145,0.8455426,0.13885781,0.09806619,0.61735123,0.6145803,0.037132788331399845,0.024168440957662497,0.36163786,0.30546004,-7.2042475,88.62412,1388.4656911121137,669.2579831361248,4702.908746994059,1355.6745902954813,459.3287007550759,3024.644836771592,2673.6066886578787,1332.363622528876,6912.158203125,20.230855466351038,7.051063218577024,63.768379737650854,1.6606172e-06,6.1687926e-05,0.0030337975,1.0478098,1.5182074,13.295912,0.42044792,0.32518628,0.25436577,blues
blues.00012.au,92.28515625,43,0.052679237,0.027995175,-0.51466686,0.61717796,0.0044115297,0.0013807619,-0.33847544,0.3126623,0.11647903,0.06818914,0.33804148,0.32354742,0.035188537739269145,0.02579007328449599,0.34865925,0.3234796,-3.1781998,92.18016,1276.3700215136155,503.2626340886141,3681.0658528247136,1523.0195880411582,230.69888380318005,2623.6534718036014,2554.516502156708,1039.1718293820102,6524.560546875,11.39229258702351,4.388940176407036,39.50276179765078,2.1302786e-07,1.3508507e-06,6.487629e-05,1.0202157,1.052041,9.4686365,0.50669515,0.253517,0.23978788,blues
blues.00020.au,135.99917763157896,67,0.022110641,0.009846354,-0.48188794,0.43907526,0.0031683578,0.00089168444,-0.20748194,0.21865962,0.07344683,0.052891016,0.36938697,0.35839242,0.027131708297080434,0.01362308431502599,0.37963113,0.32289234,-4.5512304,93.92609,1342.8473641121063,336.4889086987879,3096.837310839525,1894.6249568839019,318.79694912876323,2814.8774518908085,2874.717687550896,1069.8205771666562,6524.560546875,10.747334812931118,3.9288738351140284,38.12811545229306,7.728857e-07,1.3515834e-05,0.00066201465,1.0568346,0.8712912,6.8739834,0.51480985,0.28071097,0.20447913,blues
blues.00032.au,139.6748310810811,67,0.067076884,0.044791877,-0.5242497,0.4780835,0.0018141837,0.00039580354,-0.26202598,0.26916516,0.10009454,0.06467,0.34677112,0.34545082,0.02071211269818252,0.03208117328025276,0.42833954,0.3126359,-7.2712545,102.59487,1209.646671360714,862.3912307473202,6006.15863600007,1785.7163960288797,547.7523259569981,3303.083655379522,2478.124483089882,2065.206203877123,7902.685546875,29.293169279931448,5.721249673040292,61.56149725065041,1.0535143e-06,1.7908731e-05,0.00085957366,0.8001897,0.92050004,9.371502,0.64542425,0.1913128,0.16326287,blues
blues.00028.au,105.46875,51,0.0412954,0.019013435,-0.47318983,0.70710063,0.0041869907,0.0010546925,-0.25524905,0.27808797,0.097364195,0.06741905,0.3988891,0.38767886,0.024333059926044082,0.015173006821674979,0.37378553,0.32558298,-4.5014257,99.33221,1046.0904751752919,318.9388094340454,2384.891073079373,1377.1501971193636,253.09911994349665,2315.171747774764,2143.2638857962643,870.2447867114307,4586.572265625,11.41986128553585,4.642099929914422,45.075466567751526,2.8292848e-07,3.4550965e-06,0.0001669404,1.0303531,0.93845004,8.404559,0.58236265,0.23149289,0.18614444,blues
blues.00030.au,147.65625,74,0.093162164,0.074542135,-0.6522219,0.5699977,0.0032175616,0.0011933332,-0.35421896,0.29603216,0.16782005,0.06274775,0.41828883,0.38866004,0.020794625809648106,0.019955421295878822,0.3840143,0.31312835,-2.2262793,87.58801,1279.8135729870905,710.633921546385,5452.1604277973365,1922.6359391658907,519.1254385499728,3307.043621479547,2699.4623140714066,2055.917630321998,7816.552734375,29.38611356567927,5.140848170110973,68.04831949164894,9.9837585e-08,7.4751034e-07,3.6040972e-05,0.9027767,0.7294724,6.7350674,0.6288059,0.20207971,0.16911441,blues
blues.00001.au,105.46875,51,0.021830913,0.0134956725,-0.24824278,0.2458788,0.0053927475,0.0012911134,-0.21631873,0.3090997,0.09390511,0.0525127,0.2965648,0.29289803,0.029513448315448568,0.022097116654691284,0.43896967,0.3048922,-1.2601354,93.78439,1469.1884771077603,616.4363417130695,6000.790992343165,1975.6878620753055,480.7466387062037,3397.8269857118944,3333.7273712655233,1729.1404829385708,8204.150390625,12.43102556919343,4.654559703664356,37.909589840110755,8.438258e-07,1.8910925e-05,0.0009140147,1.0150421,1.1065398,13.365575,0.52512234,0.2470987,0.22777897,blues
blues.00026.au,84.72079918032787,39,0.03254374,0.011904793,-0.86305827,0.89799976,0.0038372448,0.0005962335,-0.33033466,0.3170919,0.07532528,0.078818835,0.5898823,0.5821026,0.026443092009860787,0.020372346199726853,0.39218944,0.3182506,-5.746072,100.31372,1135.3781975343168,398.1401158815594,2546.219212679776,1518.0716156358942,291.44035791677595,3281.5524411753495,2296.9597533782066,1037.073240604532,5706.298828125,11.5545623075193,4.307384547282258,39.0185249402026,8.231425e-07,2.465511e-05,0.0012148377,0.96779853,1.1852794,13.457734,0.5896729,0.20558986,0.20473722,blues
blues.00004.au,135.99917763157896,65,0.021076927,0.011463829,-0.42100832,0.5446923,0.005493198,0.0014781884,-0.31662717,0.33967456,0.08979612,0.05113929,0.34275177,0.3362522,0.051998176781225834,0.02491750808622238,0.33692452,0.2965373,-10.141303,86.28215,1773.4981355541738,600.3000207982707,4503.037954807975,1713.869462319856,324.09424943442923,2736.3711222297593,3448.021685572323,1308.2002954927657,7278.22265625,14.101255243339322,4.7719160910040275,56.79905403305957,8.8489827e-07,1.9236704e-05,0.00094279915,1.1554359,1.3278688,11.22922,0.25671923,0.459656,0.28362477,blues
blues.00027.au,93.96306818181819,39,0.04075166,0.02506951,-0.4371071,0.46934465,0.003176826,0.0011191652,-0.2333218,0.2396111,0.09457722,0.0492435,0.28015244,0.2697135,0.036785175886987626,0.026363496531819314,0.3786965,0.31130847,-5.0355616,96.3821,1301.5035493383373,432.13547371401285,2556.437474887808,1451.4022233481153,211.45106865650817,2306.3248162905816,2623.0965977771275,810.9368570380643,5081.8359375,14.242240348846702,5.465427692299378,46.00386489262078,3.0292148e-07,5.398223e-06,0.0002647588,0.92641896,0.7741265,7.2353873,0.4952353,0.23379032,0.27097437,blues
blues.00031.au,156.60511363636363,76,0.09311687,0.07009043,-0.6596759,0.55668455,0.0023487413,0.00091816124,-0.12941207,0.13033238,0.15007369,0.060178578,0.3736447,0.34764186,0.02264975468870843,0.020929434931129712,0.35690665,0.31948593,-5.8862467,90.57076,1232.3382491387704,594.974618441487,5534.211772327326,1862.9569312983188,503.9033994744319,3303.4154025814128,2524.364757227199,1868.4050060963286,8096.484375,29.444898082350456,5.273060048514369,64.80787310899956,8.361982e-08,1.6122071e-07,3.767017e-06,0.89264196,0.86116076,8.231979,0.64657855,0.18787846,0.16554299,blues
blues.00019.au,123.046875,55,0.033850666,0.020598471,-0.44435152,0.44680825,0.004466833,0.0010912471,-0.3505951,0.32632592,0.09511735,0.05532853,0.3474801,0.33294228,0.029824052590873937,0.022356619195613672,0.3221818,0.32123655,-5.0768967,97.11522,1129.3378464895022,487.2091382459025,3060.633806072552,1442.5367164554852,241.7205680118953,2527.5311498824035,2078.28727001476,1130.0832183934237,6201.5625,11.041154616586732,3.994030595209881,38.60566109581092,2.896574e-07,5.0371573e-06,0.00024794968,1.0739372,1.0316149,10.048017,0.5295935,0.28125563,0.18915085,blues
blues.00014.au,151.99908088235293,71,0.029337568,0.013912035,-0.51449454,0.49830735,0.0027835115,0.000451178,-0.36431134,0.36956036,0.065636665,0.053867124,0.3848614,0.37631124,0.02296847810324826,0.020679283381824617,0.40512004,0.34179708,-7.2610707,105.814606,1113.2498306912996,383.6772750917323,2788.103368887936,1674.6466139386089,315.9875125101035,2738.0265127017838,2172.6879206853114,1021.414328375823,5706.298828125,12.812366704313895,3.9410481548070395,34.74730186027971,3.4699653e-07,1.2226355e-06,5.7595476e-05,0.9985104,0.80703366,8.14231,0.6014654,0.22043812,0.17809641,blues
blues.00011.au,161.4990234375,82,0.031702057,0.014678383,-0.43754193,0.47935697,0.0018865931,0.00043522636,-0.14990431,0.15044409,0.0645582,0.05150378,0.2895151,0.28699622,0.022792122848994588,0.024764455542211534,0.49540645,0.29417735,-7.24633,105.39263,1238.526605015025,718.3262462244275,4728.3969478417885,1658.2726847144083,487.3957691050781,2852.031100122685,2571.8061913108204,1724.4219842451494,6912.158203125,22.03047641221062,5.643283415958997,70.9074737670391,1.5938405e-06,4.661222e-06,0.00013853966,1.0133213,1.1379281,9.533845,0.5804717,0.22069533,0.19883302,blues
blues.00033.au,107.666015625,53,0.07512316,0.05772043,-0.579173,0.53756803,0.0027521646,0.0008977152,-0.21556331,0.24267472,0.13188358,0.05102298,0.32742772,0.29668832,0.022435069545146943,0.023253118044092216,0.3844017,0.31158656,-5.2156553,92.894226,1315.0763686794232,804.4617439798308,5550.172907491116,1977.1115125093377,542.8953674508623,3318.514975437453,2866.178054064027,2270.379572058694,8010.3515625,29.983832662497804,5.231144369791163,57.077157500563025,7.0704465e-07,2.7613842e-05,0.0013619403,0.8927741,0.8391989,8.525512,0.6568366,0.16996272,0.1732006,blues
blues.00003.au,63.02400914634146,27,0.060618047,0.03173786,-0.4397609,0.46104535,0.004005128,0.0010268781,-0.46646369,0.42225036,0.1389482,0.08328196,0.40923825,0.4010877,0.01708606740622583,0.01186891964366889,0.5478675,0.26673678,1.058358,91.36877,1016.4044316312886,429.6050023786937,3691.8952208960163,1542.4842975646761,421.1310093606752,3189.646728906034,2043.2782797549369,1204.3332474920783,7687.353515625,22.133249461534053,4.793226675910437,65.17125141106666,6.317524e-07,1.8946339e-05,0.0009293181,0.92587894,0.9520113,9.751945,0.5987995,0.25898197,0.14221847,blues
blues.00034.au,184.5703125,93,0.07536991,0.05491343,-0.4964088,0.5133251,0.0030081025,0.00095732603,-0.23867585,0.27858204,0.13387935,0.061450355,0.33892354,0.32888374,0.024290576058584687,0.016143328389307796,0.364007,0.31950465,-4.890766,89.04873,1415.6530837142989,569.0511507176479,5060.136185700861,2054.4645756845966,423.1636532152656,3238.68833768018,3164.442727154163,1912.0588686539004,8096.484375,29.108804354850456,5.437288947504636,86.05126974118903,2.7400034e-07,4.7321314e-06,0.00022507388,0.974113,1.0018625,11.938405,0.58418065,0.22028992,0.19552943,blues
blues.00035.au,132.51201923076923,64,0.08407786,0.061926678,-0.6025763,0.4853493,0.0037346317,0.0015834986,-0.15481824,0.16623574,0.17108977,0.06403032,0.37067443,0.33363768,0.023923704260924206,0.015160615572919539,0.38980764,0.31742802,-1.6067207,82.98149,1385.2215728333692,605.4815927041764,4616.923591032565,1983.612601464364,517.1888931740746,3274.6505697790353,3038.3735383372355,1962.609124223113,7708.88671875,28.01211945358425,5.008169115015511,57.21038417745666,6.965268e-07,2.5294794e-05,0.001229988,0.8916559,0.74386555,6.5694537,0.56862575,0.24394672,0.18742752,blues
blues.00040.au,114.84375,55,0.022344803,0.016393619,-0.25929853,0.2922227,0.006906128,0.0033167936,-0.14816858,0.17091227,0.13300188,0.03563501,0.24512215,0.18926199,0.05166529207753287,0.0220257905221812,0.48881012,0.28197843,3.2765706,80.94524,2177.556102886721,490.7939423194772,4536.517426701765,2316.1996806187303,242.03369942009,3559.2815156573906,4944.465324078787,851.4525016606898,8419.482421875,10.522291626779095,2.6288797105803425,27.616328765151398,2.9986094e-07,8.439213e-07,3.640405e-05,1.0379941,0.8731916,6.649006,0.42033443,0.17203723,0.40762836,blues
blues.00038.au,87.5926906779661,33,0.09297099,0.07081333,-0.64127487,0.58899504,0.0036093234,0.0013431469,-0.15816775,0.1768715,0.16626818,0.06721223,0.41589165,0.3987194,0.02364557654195669,0.026356220522717178,0.3827465,0.3214249,-2.398045,84.54183,1392.0722107972558,735.5352281931849,5962.371998957243,2030.688072537819,492.316376231759,3407.996391288635,3033.165589372964,2015.212449389103,8225.68359375,28.056125970356558,5.3980493012405795,56.86554048469338,1.7214418e-07,2.7287526e-06,0.00013328635,0.9161544,0.938014,9.469677,0.61486477,0.1944384,0.19069684,blues
blues.00049.au,126.04801829268293,59,0.038337354,0.030475806,-0.22482117,0.2130384,0.002535202,0.001114389,-0.4636091,0.4263451,0.08805105,0.023367886,0.18771906,0.17390741,0.0209109371978925,0.01627799867312594,0.4037072,0.3080178,-2.071734,103.01444,1214.9949497025698,613.3103061549172,4111.8047368453545,1834.6787922703775,422.27076558131176,3346.73644654095,2732.323244573239,1766.6688029407003,7149.0234375,13.660290768753093,5.006839339977417,37.08475064753575,1.0173793e-06,3.9413142e-05,0.0019425409,0.89099234,0.9787421,12.20785,0.70426196,0.09511974,0.20061831,blues
blues.00042.au,60.09265988372093,29,0.036235,0.029267367,-0.27160242,0.29174563,0.0032369802,0.0014080105,-0.400234,0.3057331,0.110107586,0.026777657,0.2551651,0.20683697,0.05145136220272622,0.023646389059337178,0.477716,0.28204945,2.4079735,83.32852,2168.440524415498,490.3151493507919,3913.1668867229578,2327.8901183808994,227.13803545767004,3175.1990777591905,4969.900105131565,864.0558345995579,7385.888671875,11.913308356305247,3.081271650288769,28.408824468002784,3.2562215e-07,2.7257402e-06,0.000133548,0.934103,0.7776583,7.552149,0.43824542,0.12682833,0.43492627,blues
blues.00055.au,132.51201923076923,66,0.03256921,0.020500382,-0.343637,0.4500831,0.0079077445,0.0027823476,-0.30393064,0.3114285,0.15365036,0.07456402,0.4128163,0.39837074,0.05834488894528229,0.028057727010478723,0.5025793,0.2954621,3.2789729,74.0486,1979.6411884236165,464.5692576778199,4386.2487383277,1961.3730492183597,296.73047644982495,3197.3650886038063,3952.4387222936175,935.11621459159,8096.484375,14.92900206243711,5.260458669753777,47.46785283419447,3.6603396e-07,1.8508345e-06,8.716943e-05,1.0151267,0.81217134,8.245029,0.33607635,0.246574,0.4173496,blues
blues.00037.au,123.046875,58,0.03980676,0.023960054,-0.4201528,0.41221467,0.0022452383,0.0002211713,-0.24666215,0.23549686,0.066715606,0.05067114,0.26380458,0.26084498,0.02483757945427301,0.019492138675687082,0.33955905,0.3200219,-11.035159,109.68549,1134.1284789215692,595.072494282817,3271.677065662917,1613.8673887564842,461.8788666743656,3078.4133867874702,2182.2270595289597,1663.4077943484845,7062.890625,26.75286687806545,5.863109080000038,58.96487563586366,8.610118e-07,2.584216e-05,0.001268776,0.9057931,1.4083408,16.385645,0.6042267,0.2407197,0.1550536,blues
blues.00041.au,126.04801829268293,62,0.02820325,0.01865295,-0.41115502,0.3893223,0.005296997,0.0025409004,-0.2856388,0.2572978,0.1278457,0.034675527,0.2658466,0.21290737,0.05470694817043697,0.024331634739503675,0.4982393,0.2898858,3.4741151,78.2983,2303.9780161196472,568.9829173810382,5297.063948576472,2438.110649298392,304.18653707822915,3596.023239992732,5267.787771815198,1045.0500383016754,8527.1484375,10.92024042997948,2.8526531917189275,28.412349915487518,3.4508636e-07,5.581958e-07,2.6046284e-05,0.9528291,0.6616473,5.5155683,0.38389492,0.2076699,0.4084352,blues
blues.00047.au,151.99908088235293,73,0.03127405,0.023700844,-0.23974693,0.33179498,0.003412941,0.0016613607,-0.38703826,0.32758588,0.111604646,0.02582921,0.2692463,0.21940954,0.03992992616492653,0.01714688144059998,0.45093483,0.2949154,1.016119,82.203255,1894.5088276449767,423.4256026670339,4010.981229004495,2266.6283470188946,228.24955921291203,2990.6840636400843,4631.646450179408,848.964283113798,7407.421875,11.733577389556581,3.687454723514552,30.880128072926446,4.2216823e-07,7.3712076e-06,0.00035094976,0.8827344,0.65647876,10.773162,0.51641923,0.13236798,0.35121277,blues
blues.00043.au,129.19921875,64,0.022401975,0.015798243,-0.25534135,0.34951493,0.0057437886,0.0026016966,-0.214256,0.22478129,0.12605885,0.04059206,0.28314316,0.23341313,0.04641164261890951,0.02043511324422042,0.49527007,0.28678828,3.3484824,80.565384,2053.276748254685,465.9871372774668,3737.144965711057,2339.1454754679844,254.47618694129918,3284.747140455909,4819.912928478726,1055.8261783945657,7924.21875,10.912126154798003,2.7770987808300194,24.86490847064538,5.7987535e-07,1.13896385e-05,0.0005510315,0.9952389,0.73893917,6.736786,0.41924375,0.22226489,0.3584914,blues
