id,Tempo,BeatCount,HarmonicMean,HarmonicMax,PercussiveMean,PercussiveMedian,PercussiveMin,dynamic_range,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,spectral_centroid_std,spectral_bandwidth_average,spectral_rolloff_std,spectral_rolloff_max,spectral_contrast_mean_0,spectral_contrast_mean_1,spectral_contrast_mean_2,spectral_contrast_mean_3,spectral_contrast_mean_4,spectral_contrast_mean_5,spectral_contrast_mean_6,spectral_contrast_std_0,spectral_contrast_std_1,spectral_contrast_std_2,spectral_contrast_std_3,spectral_contrast_std_4,spectral_contrast_std_5,spectral_contrast_std_6,spectral_contrast_max_0,spectral_contrast_max_1,spectral_contrast_max_2,spectral_contrast_max_3,spectral_contrast_max_4,spectral_contrast_max_5,spectral_contrast_max_6,spectral_flatness_average,spectral_flatness_max,onset_strength_average,onset_strength_max,mid_energy_ratio,high_energy_ratio,mel_mean,mel_std,flux_mean,flux_std,class
blues.00008.au,83.35433467741936,41,0.039581392,0.2823253,0.006511158,0.0021091853,-0.26392564,0.25387004,0.40388435,0.35917345,0.40203324,0.4863683,0.5753425,0.5687307,0.62830824,0.48531333,0.52706987,0.5822293,0.4974843,0.5193773,0.24024516,0.24524423,0.27847463,0.29370558,0.34311995,0.2931535,0.2992967,0.24749,0.2593105,0.27443045,0.27128226,0.27893713,-196.68538,191.57492,-47.345104,53.91298,7.3666754,4.3599386,18.346535,-18.61446,16.88824,2.0842984,-1.1345234,17.433111,-4.137011,407.2750709344647,2004.84860151216,1124.912357646127,6761.42578125,21.802983098420903,11.332523616744563,14.342465713227332,16.325517453987718,18.248880017228764,17.347068749321288,65.99103591577469,5.144363849405611,3.895598967252009,4.284171667278017,3.917447843268848,3.9020225931925347,2.844845126543258,3.4848006724203415,56.678875826926955,31.215962121120413,32.769845496169836,35.54393064498918,30.866102471653555,29.573008051022118,74.35400353207984,9.566662e-07,0.0016262428,0.8583091,7.981541,0.28224304,0.28536743,4.1118135,25.640936,1.0309594,0.8583091,blues
blues.00006.au,126.04801829268293,63,0.062007144,0.6361652,0.008675538,0.0013914595,-0.7652914,0.6145803,0.4615329,0.29355848,0.20143329,0.21669842,0.32286003,0.4943978,0.3334607,0.30311754,0.37404796,0.5125819,0.42352432,0.40244195,0.3490456,0.25968018,0.19986808,0.22659297,0.2504647,0.37892577,0.26019615,0.24488203,0.28276637,0.36242124,0.3079708,0.2930992,-241.53923,170.97803,-21.98952,6.2963457,24.797874,8.364665,0.052082013,-16.90681,-6.119957,0.18843876,-7.015334,-4.3058567,-6.4559484,669.2579893888238,1355.6740585374982,1332.363622528876,6912.158203125,20.30764948903672,16.244425457541944,18.448271746444817,20.093488941167987,20.4863486124594,20.07431776040247,57.08183186230016,6.973971796952518,5.451529571940653,5.559068115341142,5.162974533518136,4.391800290444309,4.039350110891983,8.156050564450544,63.65127711637758,38.02917256895988,39.03847056361437,39.35669558012239,35.89236425246354,31.996158042651786,76.80258324126791,1.6606166e-06,0.0030337975,1.5182074,13.295911,0.32518628,0.25436577,4.893386,42.48895,1.0478098,1.5182074,blues
blues.00013.au,107.666015625,53,0.045559056,0.6093438,0.0039296965,0.0014083672,-0.15774871,0.41441903,0.28896353,0.19475487,0.20737228,0.19348319,0.23676337,0.2656142,0.23420131,0.2915725,0.44309744,0.53390104,0.6971335,0.48606193,0.21178013,0.24462189,0.2615091,0.24280226,0.26790994,0.2783662,0.24134976,0.25941443,0.31433538,0.23922503,0.3698776,0.28493217,-262.14734,160.63304,-3.4384215,44.10542,20.336843,7.8331475,13.333593,-3.6388834,9.262702,-10.385821,-11.933468,9.442961,-4.8000436,420.66736451929614,1797.8550666650524,1149.5932365452584,6115.4296875,11.042016763923387,13.735088319810506,18.70931160885098,17.903637600487162,18.17086388767509,18.866375219942718,59.55997121738255,4.163997329828277,4.520344586349037,4.924256128875926,4.929763429220543,4.379192590378395,4.516842743912006,2.1828768774391576,40.28320825440855,31.87832793687256,48.07431472209548,39.10911118829439,34.832713108261814,35.29291035729197,66.3572712919066,1.093465e-06,0.0015900962,0.8347194,6.9347715,0.21222647,0.2070003,3.2666972,38.15181,0.99771833,0.8347194,blues
blues.00017.au,172.265625,84,0.02833326,0.41844532,0.004243695,0.0013642737,-0.25689706,0.29726428,0.37483838,0.27881283,0.2183236,0.25076368,0.36094633,0.32846302,0.3583506,0.42255342,0.5251037,0.6304757,0.4980451,0.4120282,0.33907157,0.25906658,0.23586032,0.24319607,0.32807478,0.26485878,0.276936,0.28905278,0.2987561,0.35596204,0.26270056,0.28561583,-293.8404,168.73245,0.60040504,32.04595,42.40207,12.480576,6.9976616,2.7467668,2.501302,-8.829937,-10.69781,7.495905,6.276073,456.8188305379967,1355.6352503831185,1045.7506779623848,5469.43359375,11.129857645472363,14.716385772899288,19.65803654438915,18.85283269724234,19.994127930229826,21.55606499885097,56.657788680209464,4.127272559343375,4.629315573846353,4.870269779179632,5.18360037835011,4.507603136821054,4.199874190856651,4.380433345859191,44.59362747581357,43.03524471534225,40.4875236453845,39.80864091615361,35.72996986441779,34.96770128918524,69.21751300766891,4.488459e-07,0.00070523977,1.0438902,9.516692,0.21501623,0.18198012,1.9922317,19.59781,1.0741854,1.0438902,blues
blues.00012.au,92.28515625,43,0.052679256,0.61717796,0.0044115293,0.0013807615,-0.33847544,0.32354742,0.5270654,0.317999,0.24877349,0.2511038,0.23517953,0.29743776,0.33703268,0.23210801,0.22716057,0.32186466,0.5476389,0.64054847,0.3260192,0.22122668,0.29818577,0.288854,0.2746312,0.30401883,0.33106226,0.24016759,0.22985938,0.25936607,0.3196118,0.3859318,-263.4027,176.14854,-22.449492,36.914047,33.22717,-0.2437498,9.782478,2.4193387,1.6551315,-11.006438,-10.005074,7.573903,-1.9297676,503.26266994971127,1523.0188720506087,1039.1718293820102,6524.560546875,11.455159508872962,13.57647849288149,17.463485427403953,18.951196540283565,20.283980441763635,22.513367190474504,57.465844484671955,4.436634527112917,4.612255433907848,4.586782831423452,5.137995467899635,4.510128009554902,4.632534645999601,3.493942906149785,45.07583797948443,31.510875766935577,39.66911180057843,39.520939866235196,37.37814958690636,35.43886620704684,69.8666422028186,2.1302776e-07,6.487618e-05,1.052041,9.468636,0.253517,0.23978788,3.2793725,31.78796,1.0202159,1.052041,blues
blues.00015.au,101.33272058823529,49,0.02958657,0.56592363,0.0034947596,0.0008494253,-0.25100046,0.43969348,0.42834657,0.28261307,0.27278376,0.30529207,0.33421695,0.3527353,0.31787524,0.24532422,0.252291,0.3337375,0.4844388,0.5196923,0.32702383,0.24270904,0.32067502,0.32136565,0.33452693,0.33228734,0.30530056,0.2625319,0.25880232,0.28548434,0.3549529,0.39929456,-284.46954,149.61871,-5.48146,28.147036,23.617739,5.065304,11.2666645,4.370707,5.2892413,-10.0279665,-9.214239,11.395853,3.3113837,452.86120261817223,1693.222368273278,909.0341981582818,6158.49609375,11.01273130254118,14.336722435659729,18.155136386500278,19.03444132377158,19.19517977443558,19.95786468892996,58.29226502681111,3.9984978764998127,4.429690538850618,5.2222554454882415,5.465588796990033,4.635438926200845,4.6256865317663225,3.005423021769523,45.50555563948531,33.149629084491764,36.45268638507219,36.43631030418102,37.71415397960117,34.56499206074432,71.10488143244272,1.4758207e-06,0.002417852,0.781016,6.0993023,0.29237908,0.22684766,1.619864,20.97259,1.0393271,0.781016,blues
blues.00021.au,99.38401442307692,49,0.03737232,0.5261196,0.0038239404,0.0010738671,-0.32108465,0.33585027,0.34601635,0.30827236,0.2817204,0.32327414,0.377096,0.50824517,0.5802179,0.50079155,0.5306494,0.58198726,0.50390637,0.3885876,0.28173953,0.26786813,0.23612994,0.28666288,0.32706225,0.37810302,0.37927654,0.3246899,0.31497294,0.3181516,0.27535474,0.29201186,-311.43204,165.96738,10.255037,36.971397,28.135954,13.124764,16.645296,3.513902,3.870703,-10.205417,-6.985799,14.195113,3.4572277,524.9161685001197,1434.7168443776616,1166.7528859463666,5641.69921875,12.282595554121084,13.880841702081696,19.276809103878314,19.01526181361693,19.968999534686237,20.392331325854684,57.14512641204425,4.334356431010835,4.816955273283101,4.781836978427673,5.491987342986932,5.541552723295068,5.722350069564907,3.7905011841886034,43.99000906400505,34.26640972980044,41.00142268978343,45.636320781903144,41.686302576088096,37.93801866723156,69.98048787382282,5.0764163e-07,0.00079544244,0.96398634,7.954806,0.21297546,0.15542305,2.3555927,20.352257,1.0172622,0.96398634,blues
blues.00018.au,83.35433467741936,41,0.038928267,0.6678125,0.0025604174,0.00062853354,-0.16285275,0.40731803,0.29895172,0.22676286,0.24644443,0.27417314,0.29106224,0.34065625,0.38511822,0.33552498,0.40492186,0.49162838,0.42398947,0.4297163,0.2912316,0.25110906,0.28676403,0.2931925,0.31846964,0.33940277,0.3502532,0.29772922,0.31331366,0.36323056,0.28167346,0.39184102,-296.8018,138.60616,-0.91633266,44.201077,17.033075,8.693627,18.170153,-2.4316523,6.677275,-8.530146,-9.055713,10.539336,-2.1111593,444.99418270671714,1992.2098281160315,1423.4823923384924,6869.091796875,12.008222234753658,14.57937013513779,20.401960295334888,18.024961671407095,18.541951220675625,18.01736519282104,62.102942035798236,3.94492324009702,4.863354209514993,6.190416065451801,5.333934470606524,4.865367171234447,5.098103539953532,2.519774595766039,36.61457200259215,38.990677058670414,46.190557010329364,41.458222192695715,36.00171425993932,34.111445586382544,72.69341479972516,5.09603e-07,0.00011562467,0.72837925,7.343947,0.20052749,0.23270507,1.7324368,26.359026,0.9352545,0.72837925,blues
blues.00016.au,198.76802884615384,96,0.025863588,0.41511813,0.0038516968,0.00095652556,-0.22582315,0.2937387,0.2905809,0.23925191,0.20410055,0.25837022,0.4420589,0.38391787,0.32928392,0.4031621,0.5065652,0.60492444,0.46200025,0.3491,0.2980844,0.25923294,0.23209056,0.25570554,0.36123422,0.31090388,0.2867301,0.31135198,0.31030393,0.3884192,0.32040748,0.27199313,-288.55496,161.77467,-14.528679,35.889988,15.302571,5.952751,15.821429,-4.884334,5.3566766,-8.473658,-5.97617,15.724092,1.6209548,397.69882989707025,1810.9049045445925,1091.3090944584937,6244.62890625,11.63353558122178,14.216586634846655,17.922732202121857,17.858872733190932,19.206082736698825,18.393911382293844,61.386001637476085,4.058991650785512,4.399875602294633,5.107870955711667,5.636262650463196,4.890344424716728,4.91814262526646,2.8375361504459256,50.29849206364264,31.68795407974669,39.61413686989657,42.14116618100884,36.66333431817927,32.148418604375074,72.90336743879584,8.050679e-07,0.0008486305,0.75329405,8.621668,0.30891508,0.22047135,1.5953846,14.903361,1.0327096,0.75329405,blues
blues.00022.au,97.50884433962264,42,0.040700536,0.89643216,0.0052219913,0.0012704476,-0.28455412,0.42684403,0.42773876,0.34452486,0.31942445,0.363762,0.4137738,0.52313805,0.4260537,0.39779952,0.42937082,0.43113577,0.34517622,0.34742808,0.3478673,0.2791541,0.29727113,0.3300416,0.33564788,0.3855681,0.32162115,0.31951156,0.31809798,0.30632883,0.28085512,0.28767067,-280.78436,164.88531,3.7268806,32.920807,28.782139,5.9239225,10.825842,4.66781,3.3833656,-9.48144,-5.695838,14.868337,4.5868053,547.7750624482281,1449.1703744738907,1165.5297935752747,6093.896484375,12.017829389447407,13.621859909292665,19.34021937200476,19.2000802890762,20.1269772031248,21.776351895173466,57.19974265898825,3.9657746632941415,4.655835767274609,5.268961735949524,5.440389444618321,4.944106912629635,5.704183293664198,4.1101313314954995,34.3147032922303,33.831743702749364,39.945405478799316,40.99759299372329,38.22910219960851,35.96800582427406,74.71416349927419,2.388124e-07,0.0002699985,1.0658368,8.50967,0.25771487,0.18220295,2.8384933,24.61159,1.0342643,1.0658368,blues
blues.00019.au,123.046875,55,0.033850666,0.4468083,0.004466833,0.0010912472,-0.350595,0.33294228,0.24121238,0.24280582,0.20894621,0.23701042,0.37193438,0.2661714,0.19685358,0.2801663,0.42487064,0.6028602,0.47710964,0.3162398,0.28111237,0.28908798,0.25659662,0.27045435,0.36976463,0.27054474,0.21745254,0.27677205,0.2789757,0.39514723,0.3563429,0.2694269,-289.1553,171.71266,-4.710017,30.072687,27.497843,2.930138,6.646232,-0.37485972,-0.33070123,-11.741069,-7.4891896,9.141185,-0.19923933,487.2091428225702,1442.5361816335346,1130.0832183934237,6201.5625,11.012409843112241,14.122087524570752,19.37117511816443,18.44319297966391,19.63214567119392,20.505585289761836,57.31725972787903,3.9834724583800667,4.871834576205223,4.504961631907448,4.998345053594034,4.647361081015661,4.177438782988557,3.829006232069799,38.60731811271924,38.206524233176744,37.76503350609248,40.59418933274897,41.187543274712425,32.686567189004194,69.47597857890811,2.896571e-07,0.00024794962,1.0316149,10.0480175,0.28125566,0.18915085,2.1248527,19.951824,1.073937,1.0316149,blues
blues.00023.au,184.5703125,91,0.034605883,0.5757887,0.0039506783,0.0013788342,-0.27486083,0.2892018,0.29355,0.32585195,0.28870243,0.32795465,0.49089703,0.33547616,0.2140281,0.27164122,0.42584643,0.6704885,0.46693575,0.31400335,0.28090462,0.32450712,0.25710174,0.22906889,0.37376767,0.25752074,0.19249134,0.23026507,0.24708296,0.3633947,0.27262157,0.2380387,-281.91602,180.34912,-17.829231,36.480057,39.46964,0.90019727,9.906469,2.465581,-2.017241,-3.85506,-7.3474116,-1.3274287,-3.3567643,357.6143492704865,1461.2203197747108,859.2146601375488,5124.90234375,11.117803976131883,14.3513915928879,20.844020588728906,20.26417247073591,19.236004388087686,20.32878676603606,53.80173128563387,4.491577350722466,4.587756213590591,4.828508828922602,5.138457815036706,4.720272533917501,4.454998467369917,2.3265575269306176,56.374030318695134,32.133689022877334,40.68774816130586,38.00674806658821,34.93512002056683,35.667496128124704,63.99549867555572,2.1258585e-07,1.23137215e-05,0.8612124,7.579872,0.2248548,0.20145822,2.4551413,17.680637,0.97733474,0.8612124,blues
blues.00020.au,135.99917763157896,67,0.022110635,0.4390752,0.0031683585,0.00089168514,-0.20748197,0.35839242,0.34880337,0.2493586,0.2779374,0.38609025,0.51712805,0.34203434,0.34167123,0.42430842,0.43360868,0.40223986,0.4130966,0.4192967,0.3170158,0.24892244,0.28537196,0.2847591,0.38453147,0.26501554,0.27769136,0.33921614,0.34479344,0.33217198,0.3343716,0.3415337,-285.60727,163.04333,-5.0353293,40.948486,12.949217,5.8823843,13.977188,-6.7088823,8.1109915,-8.039552,-8.190293,11.801458,-2.2977004,336.48891091469443,1894.6245707223088,1069.8205771666562,6524.560546875,10.751232292619251,11.800914098744082,17.4657524531595,16.798702098768313,17.337105610156264,16.94880748908995,59.4312180019697,3.915735939154388,3.9348557811948686,4.946093685751419,4.4701476196790075,4.058213847793399,3.6358747610202933,2.5275407428709444,38.128112612696555,33.177318748494244,39.72814445426984,36.487427217817334,36.76143493769359,29.99417587709837,74.39587902843259,7.72886e-07,0.0006620144,0.8712912,6.8739834,0.28071097,0.2044791,1.4845165,16.381374,1.0568346,0.8712912,blues
